Time	Channel A  550ms
(ms)	(V)

17.81539000	0.20083020
17.81741000	0.18618000
17.81943000	0.20083020
17.82144000	0.18129650
17.82346000	0.20571360
17.82548000	0.18618000
17.82749000	0.19594680
17.82951000	0.21548040
17.83152000	0.21548040
17.83354000	0.22036380
17.83555000	0.20083020
17.83757000	0.19106340
17.83959000	0.19594680
17.84160000	0.17641310
17.84362000	0.17152970
17.84563000	0.18618000
17.84765000	0.17641310
17.84967000	0.18618000
17.85168000	0.19106340
17.85370000	0.18618000
17.85571000	0.19106340
17.85773000	0.17152970
17.85975000	0.15199610
17.86176000	0.15687950
17.86378000	0.18618000
17.86579000	0.16664630
17.86781000	0.17641310
17.86983000	0.17641310
17.87184000	0.20571360
17.87386000	0.19594680
17.87587000	0.20083020
17.87789000	0.21548040
17.87991000	0.18618000
17.88192000	0.19106340
17.88394000	0.18618000
17.88596000	0.19594680
17.88797000	0.19106340
17.88999000	0.17152970
17.89200000	0.19106340
17.89402000	0.18129650
17.89603000	0.18129650
17.89805000	0.18129650
17.90007000	0.20083020
17.90208000	0.21059700
17.90410000	0.19594680
17.90611000	0.19594680
17.90813000	0.17641310
17.91015000	0.19594680
17.91216000	0.20083020
17.91418000	0.19106340
17.91619000	0.16664630
17.91821000	0.19106340
17.92023000	0.21059700
17.92224000	0.19106340
17.92426000	0.17641310
17.92627000	0.18129650
17.92829000	0.19106340
17.93031000	0.19594680
17.93232000	0.20083020
17.93434000	0.19594680
17.93635000	0.20571360
17.93837000	0.19106340
17.94039000	0.20571360
17.94240000	0.17641310
17.94442000	0.17641310
17.94644000	0.17152970
17.94845000	0.18618000
17.95047000	0.17641310
17.95248000	0.17152970
17.95450000	0.19106340
17.95651000	0.19106340
17.95853000	0.18618000
17.96055000	0.20083020
17.96256000	0.18618000
17.96458000	0.16664630
17.96659000	0.17152970
17.96861000	0.17152970
17.97063000	0.16176290
17.97264000	0.17152970
17.97466000	0.17641310
17.97668000	0.17152970
17.97869000	0.16664630
17.98071000	0.15199610
17.98272000	0.17152970
17.98474000	0.16176290
17.98675000	0.19106340
17.98877000	0.19106340
17.99079000	0.20083020
17.99280000	0.19594680
17.99482000	0.20083020
17.99683000	0.19106340
17.99885000	0.19106340
18.00087000	0.17152970
18.00288000	0.18618000
18.00490000	0.16664630
18.00692000	0.17152970
18.00893000	0.18618000
18.01095000	0.18618000
18.01296000	0.18618000
18.01498000	0.18129650
18.01699000	0.21059700
18.01901000	0.19106340
18.02103000	0.18618000
18.02304000	0.17641310
18.02506000	0.18618000
18.02707000	0.16664630
18.02909000	0.18129650
18.03111000	0.18618000
18.03312000	0.17152970
18.03514000	0.19594680
18.03715000	0.19106340
18.03917000	0.17641310
18.04119000	0.18618000
18.04320000	0.18618000
18.04522000	0.17641310
18.04723000	0.17152970
18.04925000	0.18129650
18.05127000	0.17152970
18.05328000	0.16176290
18.05530000	0.17152970
18.05731000	0.18129650
18.05933000	0.18129650
18.06135000	0.18129650
18.06336000	0.18129650
18.06538000	0.18129650
18.06739000	0.17152970
18.06941000	0.17641310
18.07143000	0.18618000
18.07344000	0.18618000
18.07546000	0.18618000
18.07747000	0.19106340
18.07949000	0.19594680
18.08151000	0.18129650
18.08352000	0.18129650
18.08554000	0.18618000
18.08755000	0.20571360
18.08957000	0.18618000
18.09159000	0.20083020
18.09360000	0.21059700
18.09562000	0.20083020
18.09763000	0.18618000
18.09965000	0.20083020
18.10167000	0.18618000
18.10368000	0.18129650
18.10570000	0.19106340
18.10771000	0.20571360
18.10973000	0.18618000
18.11175000	0.18129650
18.11376000	0.17152970
18.11578000	0.16664630
18.11779000	0.15687950
18.11981000	0.16664630
18.12183000	0.17152970
18.12384000	0.18129650
18.12586000	0.17152970
18.12787000	0.17641310
18.12989000	0.18618000
18.13191000	0.16176290
18.13392000	0.18129650
18.13594000	0.17641310
18.13795000	0.17152970
18.13997000	0.19106340
18.14199000	0.16664630
18.14400000	0.17641310
18.14602000	0.18129650
18.14804000	0.17152970
18.15005000	0.16664630
18.15207000	0.17641310
18.15408000	0.18129650
18.15610000	0.19106340
18.15811000	0.20571360
18.16013000	0.18618000
18.16215000	0.18618000
18.16416000	0.18618000
18.16618000	0.20083020
18.16819000	0.16176290
18.17021000	0.18129650
18.17223000	0.17641310
18.17424000	0.18618000
18.17626000	0.19594680
18.17827000	0.21059700
18.18029000	0.20083020
18.18231000	0.19594680
18.18432000	0.20571360
18.18634000	0.19106340
18.18835000	0.20083020
18.19037000	0.16176290
18.19239000	0.19106340
18.19440000	0.18129650
18.19642000	0.17152970
18.19843000	0.18129650
18.20045000	0.18618000
18.20247000	0.17641310
18.20448000	0.18618000
18.20650000	0.17152970
18.20852000	0.16176290
18.21053000	0.16664630
18.21255000	0.16664630
18.21456000	0.15687950
18.21658000	0.16664630
18.21859000	0.16664630
18.22061000	0.17152970
18.22263000	0.16176290
18.22464000	0.17641310
18.22666000	0.18618000
18.22867000	0.17152970
18.23069000	0.17641310
18.23271000	0.16664630
18.23472000	0.18129650
18.23674000	0.18129650
18.23875000	0.17641310
18.24077000	0.18618000
18.24279000	0.19106340
18.24480000	0.17641310
18.24682000	0.17152970
18.24883000	0.18129650
18.25085000	0.19106340
18.25287000	0.20571360
18.25488000	0.18129650
18.25690000	0.18618000
18.25891000	0.19106340
18.26093000	0.18618000
18.26295000	0.19594680
18.26496000	0.19106340
18.26698000	0.19594680
18.26900000	0.18129650
18.27101000	0.17641310
18.27303000	0.19106340
18.27504000	0.17152970
18.27706000	0.18129650
18.27907000	0.16664630
18.28109000	0.17152970
18.28311000	0.18129650
18.28512000	0.18129650
18.28714000	0.15687950
18.28915000	0.18618000
18.29117000	0.18129650
18.29319000	0.18618000
18.29520000	0.17152970
18.29722000	0.17152970
18.29923000	0.16176290
18.30125000	0.14711270
18.30327000	0.15687950
18.30528000	0.17152970
18.30730000	0.18129650
18.30931000	0.19106340
18.31133000	0.17641310
18.31335000	0.17641310
18.31536000	0.18618000
18.31738000	0.18129650
18.31940000	0.17152970
18.32141000	0.16176290
18.32343000	0.17152970
18.32544000	0.19106340
18.32746000	0.18618000
18.32948000	0.18618000
18.33149000	0.19106340
18.33351000	0.18618000
18.33552000	0.19594680
18.33754000	0.19106340
18.33955000	0.17641310
18.34157000	0.18129650
18.34359000	0.19594680
18.34560000	0.17641310
18.34762000	0.18129650
18.34963000	0.18618000
18.35165000	0.19106340
18.35367000	0.18129650
18.35568000	0.18618000
18.35770000	0.19106340
18.35971000	0.19106340
18.36173000	0.19106340
18.36375000	0.17641310
18.36576000	0.19594680
18.36778000	0.20083020
18.36979000	0.18618000
18.37181000	0.19594680
18.37383000	0.20083020
18.37584000	0.19594680
18.37786000	0.18618000
18.37988000	0.20083020
18.38189000	0.20083020
18.38391000	0.20083020
18.38592000	0.19594680
18.38794000	0.17641310
18.38996000	0.19106340
18.39197000	0.17641310
18.39399000	0.14222930
18.39600000	0.15687950
18.39802000	0.16176290
18.40003000	0.15199610
18.40205000	0.16664630
18.40407000	0.17152970
18.40608000	0.16664630
18.40810000	0.19106340
18.41011000	0.17152970
18.41213000	0.17641310
18.41415000	0.18129650
18.41616000	0.16176290
18.41818000	0.15687950
18.42019000	0.15687950
18.42221000	0.15687950
18.42423000	0.16664630
18.42624000	0.17641310
18.42826000	0.16664630
18.43027000	0.15199610
18.43229000	0.17641310
18.43431000	0.14711270
18.43632000	0.18129650
18.43834000	0.18618000
18.44036000	0.15687950
18.44237000	0.19106340
18.44439000	0.19594680
18.44640000	0.19106340
18.44842000	0.17641310
18.45044000	0.16664630
18.45245000	0.18618000
18.45447000	0.18129650
18.45648000	0.17641310
18.45850000	0.19106340
18.46051000	0.18618000
18.46253000	0.16664630
18.46455000	0.17641310
18.46656000	0.18129650
18.46858000	0.20083020
18.47059000	0.20083020
18.47261000	0.16664630
18.47462000	0.19106340
18.47664000	0.17152970
18.47866000	0.18618000
18.48067000	0.17641310
18.48269000	0.17152970
18.48471000	0.19106340
18.48672000	0.19106340
18.48874000	0.18129650
18.49075000	0.17152970
18.49277000	0.19106340
18.49479000	0.19106340
18.49680000	0.19106340
18.49882000	0.18129650
18.50084000	0.18129650
18.50285000	0.18129650
18.50487000	0.18129650
18.50688000	0.22036380
18.50890000	0.18618000
18.51091000	0.19594680
18.51293000	0.17152970
18.51495000	0.20571360
18.51696000	0.21059700
18.51898000	0.19594680
18.52099000	0.20571360
18.52301000	0.20571360
18.52503000	0.21059700
18.52704000	0.19594680
18.52906000	0.17152970
18.53107000	0.17641310
18.53309000	0.18618000
18.53510000	0.17152970
18.53712000	0.18618000
18.53914000	0.17152970
18.54115000	0.17641310
18.54317000	0.18618000
18.54519000	0.20083020
18.54720000	0.18129650
18.54922000	0.18129650
18.55123000	0.18129650
18.55325000	0.19106340
18.55527000	0.17641310
18.55728000	0.17152970
18.55930000	0.16176290
18.56132000	0.16664630
18.56333000	0.15199610
18.56535000	0.14711270
18.56736000	0.15199610
18.56938000	0.16176290
18.57139000	0.15687950
18.57341000	0.15199610
18.57543000	0.16176290
18.57744000	0.18129650
18.57946000	0.18129650
18.58147000	0.16664630
18.58349000	0.17152970
18.58551000	0.17641310
18.58752000	0.17152970
18.58954000	0.17152970
18.59155000	0.18129650
18.59357000	0.17641310
18.59558000	0.17152970
18.59760000	0.17152970
18.59962000	0.16664630
18.60163000	0.15199610
18.60365000	0.15687950
18.60567000	0.18129650
18.60768000	0.17641310
18.60970000	0.18618000
18.61171000	0.16176290
18.61373000	0.16664630
18.61575000	0.16664630
18.61776000	0.17152970
18.61978000	0.16664630
18.62180000	0.19594680
18.62381000	0.16664630
18.62583000	0.17641310
18.62784000	0.16176290
18.62986000	0.16176290
18.63187000	0.15687950
18.63389000	0.16664630
18.63591000	0.19106340
18.63792000	0.17641310
18.63994000	0.15687950
18.64195000	0.16176290
18.64397000	0.16664630
18.64599000	0.18129650
18.64800000	0.17641310
18.65002000	0.17641310
18.65203000	0.16176290
18.65405000	0.18618000
18.65606000	0.16664630
18.65808000	0.19594680
18.66010000	0.17641310
18.66211000	0.18129650
18.66413000	0.17152970
18.66615000	0.19106340
18.66816000	0.18618000
18.67018000	0.19106340
18.67219000	0.17152970
18.67421000	0.18618000
18.67623000	0.18129650
18.67824000	0.19106340
18.68026000	0.17641310
18.68228000	0.17641310
18.68429000	0.19106340
18.68631000	0.18129650
18.68832000	0.19106340
18.69034000	0.20083020
18.69235000	0.17152970
18.69437000	0.16176290
18.69639000	0.17152970
18.69840000	0.18129650
18.70042000	0.20083020
18.70243000	0.19594680
18.70445000	0.17641310
18.70647000	0.21059700
18.70848000	0.20571360
18.71050000	0.20571360
18.71251000	0.19594680
18.71453000	0.21548040
18.71655000	0.21059700
18.71856000	0.20083020
18.72058000	0.20083020
18.72259000	0.18129650
18.72461000	0.19106340
18.72663000	0.18618000
18.72864000	0.17152970
18.73066000	0.19594680
18.73267000	0.15687950
18.73469000	0.18618000
18.73671000	0.18129650
18.73872000	0.15687950
18.74074000	0.17152970
18.74276000	0.16664630
18.74477000	0.17641310
18.74679000	0.18618000
18.74880000	0.18618000
18.75082000	0.17152970
18.75283000	0.17152970
18.75485000	0.17152970
18.75687000	0.18618000
18.75888000	0.16664630
18.76090000	0.17152970
18.76291000	0.18618000
18.76493000	0.16664630
18.76695000	0.18618000
18.76896000	0.19106340
18.77098000	0.20571360
18.77299000	0.19106340
18.77501000	0.20083020
18.77703000	0.19106340
18.77904000	0.17641310
18.78106000	0.18618000
18.78307000	0.17641310
18.78509000	0.18129650
18.78711000	0.19106340
18.78912000	0.18129650
18.79114000	0.16664630
18.79315000	0.17641310
18.79517000	0.18129650
18.79719000	0.18129650
18.79920000	0.18129650
18.80122000	0.19106340
18.80324000	0.18618000
18.80525000	0.18129650
18.80727000	0.17641310
18.80928000	0.18129650
18.81130000	0.19106340
18.81331000	0.18618000
18.81533000	0.17152970
18.81735000	0.17152970
18.81936000	0.17152970
18.82138000	0.16176290
18.82339000	0.16176290
18.82541000	0.15199610
18.82743000	0.17152970
18.82944000	0.17152970
18.83146000	0.18129650
18.83348000	0.17152970
18.83549000	0.18129650
18.83751000	0.17641310
18.83952000	0.16664630
18.84154000	0.17152970
18.84355000	0.18129650
18.84557000	0.19594680
18.84759000	0.20571360
18.84960000	0.18618000
18.85162000	0.20571360
18.85363000	0.20083020
18.85565000	0.19106340
18.85767000	0.20083020
18.85968000	0.18618000
18.86170000	0.17641310
18.86372000	0.18618000
18.86573000	0.18129650
18.86775000	0.19106340
18.86976000	0.18129650
18.87178000	0.18618000
18.87379000	0.18618000
18.87581000	0.17641310
18.87783000	0.18129650
18.87984000	0.15687950
18.88186000	0.17152970
18.88387000	0.18618000
18.88589000	0.18129650
18.88791000	0.16664630
18.88992000	0.18129650
18.89194000	0.18618000
18.89396000	0.17641310
18.89597000	0.18618000
18.89799000	0.19106340
18.90000000	0.19594680
18.90202000	0.16664630
18.90403000	0.19594680
18.90605000	0.16664630
18.90807000	0.17152970
18.91008000	0.15687950
18.91210000	0.16664630
18.91411000	0.17641310
18.91613000	0.19594680
18.91815000	0.18618000
18.92016000	0.18618000
18.92218000	0.19106340
18.92419000	0.19106340
18.92621000	0.19106340
18.92823000	0.18129650
18.93024000	0.18129650
18.93226000	0.18129650
18.93427000	0.18618000
18.93629000	0.19106340
18.93831000	0.20083020
18.94032000	0.20571360
18.94234000	0.19594680
18.94436000	0.20083020
18.94637000	0.22036380
18.94839000	0.20571360
18.95040000	0.20571360
18.95242000	0.21548040
18.95443000	0.20083020
18.95645000	0.19106340
18.95847000	0.19594680
18.96048000	0.18618000
18.96250000	0.18129650
18.96451000	0.17152970
18.96653000	0.17641310
18.96855000	0.15687950
18.97056000	0.16176290
18.97258000	0.17152970
18.97459000	0.18618000
18.97661000	0.17152970
18.97863000	0.18129650
18.98064000	0.19106340
18.98266000	0.18618000
18.98467000	0.17641310
18.98669000	0.17152970
18.98871000	0.17152970
18.99072000	0.18618000
18.99274000	0.19106340
18.99475000	0.19106340
18.99677000	0.18618000
18.99879000	0.19106340
19.00080000	0.18618000
19.00282000	0.18129650
19.00484000	0.21059700
19.00685000	0.21059700
19.00887000	0.17641310
19.01088000	0.20083020
19.01290000	0.20083020
19.01491000	0.19106340
19.01693000	0.18618000
19.01895000	0.20083020
19.02096000	0.19106340
19.02298000	0.18618000
19.02499000	0.20083020
19.02701000	0.19594680
19.02903000	0.19594680
19.03104000	0.17641310
19.03306000	0.16664630
19.03507000	0.19106340
19.03709000	0.20083020
19.03911000	0.19106340
19.04112000	0.18618000
19.04314000	0.17152970
19.04515000	0.17641310
19.04717000	0.17152970
19.04919000	0.19106340
19.05120000	0.18129650
19.05322000	0.17152970
19.05523000	0.18129650
19.05725000	0.14711270
19.05927000	0.18129650
19.06128000	0.16176290
19.06330000	0.17152970
19.06532000	0.18618000
19.06733000	0.18618000
19.06935000	0.17641310
19.07136000	0.17641310
19.07338000	0.15687950
19.07539000	0.17641310
19.07741000	0.17641310
19.07943000	0.18618000
19.08144000	0.19106340
19.08346000	0.18618000
19.08547000	0.18129650
19.08749000	0.18618000
19.08951000	0.18618000
19.09152000	0.18129650
19.09354000	0.16176290
19.09555000	0.19106340
19.09757000	0.18129650
19.09959000	0.18129650
19.10160000	0.17152970
19.10362000	0.19106340
19.10563000	0.19594680
19.10765000	0.18618000
19.10967000	0.18618000
19.11168000	0.18129650
19.11370000	0.16664630
19.11572000	0.18618000
19.11773000	0.17152970
19.11975000	0.17641310
19.12176000	0.19106340
19.12378000	0.19106340
19.12580000	0.18129650
19.12781000	0.18618000
19.12983000	0.18129650
19.13184000	0.17641310
19.13386000	0.19106340
19.13587000	0.18618000
19.13789000	0.17641310
19.13991000	0.17152970
19.14192000	0.16664630
19.14394000	0.19106340
19.14595000	0.19594680
19.14797000	0.18129650
19.14999000	0.18129650
19.15200000	0.18129650
19.15402000	0.17152970
19.15603000	0.18129650
19.15805000	0.17152970
19.16007000	0.20571360
19.16208000	0.18129650
19.16410000	0.20571360
19.16611000	0.17152970
19.16813000	0.18129650
19.17015000	0.20083020
19.17216000	0.18618000
19.17418000	0.20083020
19.17620000	0.16664630
19.17821000	0.18618000
19.18023000	0.16664630
19.18224000	0.17152970
19.18426000	0.17641310
19.18628000	0.17641310
19.18829000	0.15687950
19.19031000	0.17152970
19.19232000	0.14711270
19.19434000	0.14711270
19.19635000	0.13734590
19.19837000	0.15687950
19.20039000	0.18618000
19.20240000	0.18618000
19.20442000	0.17152970
19.20643000	0.16664630
19.20845000	0.17152970
19.21047000	0.18618000
19.21248000	0.18129650
19.21450000	0.18618000
19.21651000	0.19594680
19.21853000	0.19594680
19.22055000	0.17641310
19.22256000	0.17152970
19.22458000	0.16664630
19.22659000	0.18618000
19.22861000	0.15199610
19.23063000	0.16664630
19.23264000	0.18618000
19.23466000	0.16664630
19.23668000	0.16664630
19.23869000	0.19106340
19.24071000	0.19594680
19.24272000	0.17152970
19.24474000	0.16664630
19.24676000	0.16176290
19.24877000	0.18618000
19.25079000	0.18618000
19.25280000	0.20571360
19.25482000	0.21059700
19.25683000	0.19594680
19.25885000	0.20083020
19.26087000	0.19106340
19.26288000	0.19594680
19.26490000	0.19594680
19.26691000	0.20083020
19.26893000	0.19106340
19.27095000	0.18129650
19.27296000	0.17152970
19.27498000	0.17641310
19.27699000	0.18618000
19.27901000	0.20083020
19.28103000	0.17641310
19.28304000	0.18129650
19.28506000	0.18129650
19.28707000	0.15199610
19.28909000	0.17641310
19.29111000	0.18129650
19.29312000	0.18129650
19.29514000	0.19106340
19.29716000	0.16664630
19.29917000	0.19106340
19.30119000	0.17641310
19.30320000	0.17641310
19.30522000	0.16176290
19.30724000	0.18129650
19.30925000	0.16176290
19.31127000	0.17641310
19.31328000	0.17641310
19.31530000	0.20571360
19.31731000	0.18129650
19.31933000	0.19106340
19.32135000	0.19594680
19.32336000	0.19106340
19.32538000	0.18618000
19.32739000	0.18618000
19.32941000	0.17641310
19.33142000	0.17641310
19.33344000	0.17641310
19.33546000	0.19106340
19.33747000	0.18129650
19.33949000	0.17152970
19.34151000	0.18129650
19.34352000	0.16176290
19.34554000	0.16664630
19.34755000	0.17641310
19.34957000	0.18618000
19.35159000	0.17152970
19.35360000	0.17152970
19.35562000	0.16664630
19.35764000	0.18618000
19.35965000	0.18129650
19.36167000	0.17641310
19.36368000	0.20571360
19.36570000	0.15687950
19.36771000	0.18129650
19.36973000	0.16664630
19.37175000	0.17641310
19.37376000	0.18129650
19.37578000	0.18618000
19.37779000	0.19106340
19.37981000	0.20083020
19.38183000	0.18618000
19.38384000	0.19594680
19.38586000	0.18618000
19.38787000	0.17641310
19.38989000	0.19594680
19.39190000	0.19106340
19.39392000	0.19594680
19.39594000	0.18129650
19.39795000	0.19594680
19.39997000	0.19594680
19.40199000	0.18129650
19.40400000	0.18618000
19.40602000	0.18618000
19.40803000	0.19106340
19.41005000	0.20083020
19.41207000	0.20571360
19.41408000	0.19594680
19.41610000	0.18618000
19.41812000	0.17641310
19.42013000	0.19106340
19.42215000	0.19106340
19.42416000	0.18129650
19.42618000	0.19594680
19.42819000	0.18129650
19.43021000	0.18129650
19.43223000	0.17152970
19.43424000	0.17641310
19.43626000	0.19594680
19.43827000	0.15687950
19.44029000	0.16664630
19.44231000	0.16664630
19.44432000	0.16176290
19.44634000	0.16176290
19.44835000	0.16176290
19.45037000	0.15687950
19.45238000	0.18129650
19.45440000	0.15687950
19.45642000	0.15199610
19.45843000	0.16176290
19.46045000	0.18129650
19.46247000	0.17641310
19.46448000	0.16664630
19.46650000	0.16176290
19.46851000	0.16664630
19.47053000	0.20083020
19.47255000	0.18129650
19.47456000	0.18129650
19.47658000	0.18129650
19.47860000	0.19106340
19.48061000	0.17152970
19.48263000	0.17152970
19.48464000	0.18129650
19.48666000	0.19594680
19.48867000	0.17641310
19.49069000	0.17641310
19.49271000	0.18618000
19.49472000	0.18618000
19.49674000	0.18618000
19.49875000	0.18618000
19.50077000	0.18129650
19.50279000	0.19594680
19.50480000	0.16664630
19.50682000	0.15687950
19.50883000	0.18618000
19.51085000	0.18129650
19.51287000	0.16176290
19.51488000	0.18618000
19.51690000	0.17152970
19.51891000	0.16664630
19.52093000	0.17641310
19.52295000	0.20571360
19.52496000	0.18618000
19.52698000	0.18618000
19.52899000	0.19106340
19.53101000	0.19106340
19.53303000	0.19594680
19.53504000	0.18618000
19.53706000	0.19106340
19.53908000	0.17641310
19.54109000	0.19594680
19.54311000	0.20571360
19.54512000	0.15687950
19.54714000	0.16664630
19.54915000	0.18129650
19.55117000	0.17152970
19.55319000	0.17152970
19.55520000	0.18129650
19.55722000	0.17152970
19.55923000	0.17641310
19.56125000	0.16664630
19.56327000	0.16664630
19.56528000	0.16176290
19.56730000	0.18129650
19.56931000	0.16176290
19.57133000	0.17641310
19.57335000	0.17641310
19.57536000	0.17641310
19.57738000	0.16664630
19.57939000	0.19594680
19.58141000	0.16664630
19.58343000	0.16664630
19.58544000	0.16664630
19.58746000	0.17152970
19.58947000	0.17152970
19.59149000	0.16176290
19.59351000	0.17152970
19.59552000	0.17641310
19.59754000	0.18618000
19.59956000	0.18618000
19.60157000	0.20083020
19.60359000	0.19594680
19.60560000	0.20083020
19.60762000	0.17152970
19.60963000	0.20083020
19.61165000	0.21059700
19.61367000	0.19106340
19.61568000	0.18618000
19.61770000	0.17641310
19.61971000	0.18618000
19.62173000	0.19106340
19.62375000	0.18618000
19.62576000	0.19594680
19.62778000	0.18129650
19.62980000	0.16664630
19.63181000	0.17641310
19.63383000	0.16664630
19.63584000	0.18618000
19.63786000	0.18129650
19.63987000	0.20083020
19.64189000	0.19106340
19.64391000	0.19594680
19.64592000	0.18129650
19.64794000	0.18618000
19.64995000	0.18618000
19.65197000	0.17641310
19.65399000	0.16176290
19.65600000	0.17152970
19.65802000	0.19594680
19.66004000	0.17152970
19.66205000	0.15687950
19.66407000	0.17152970
19.66608000	0.17641310
19.66810000	0.17152970
19.67011000	0.17641310
19.67213000	0.17152970
19.67415000	0.18129650
19.67616000	0.17641310
19.67818000	0.17152970
19.68019000	0.16664630
19.68221000	0.18129650
19.68423000	0.18129650
19.68624000	0.17152970
19.68826000	0.18129650
19.69028000	0.19106340
19.69229000	0.17152970
19.69431000	0.17641310
19.69632000	0.18618000
19.69834000	0.18129650
19.70035000	0.19106340
19.70237000	0.19106340
19.70439000	0.19106340
19.70640000	0.20571360
19.70842000	0.18129650
19.71043000	0.18129650
19.71245000	0.18618000
19.71447000	0.17641310
19.71648000	0.17152970
19.71850000	0.16664630
19.72051000	0.18129650
19.72253000	0.18618000
19.72455000	0.17641310
19.72656000	0.18129650
19.72858000	0.16176290
19.73059000	0.15199610
19.73261000	0.17152970
19.73463000	0.18618000
19.73664000	0.16176290
19.73866000	0.16176290
19.74067000	0.15687950
19.74269000	0.19106340
19.74471000	0.16176290
19.74672000	0.15199610
19.74874000	0.17152970
19.75076000	0.18129650
19.75277000	0.16664630
19.75479000	0.18129650
19.75680000	0.19106340
19.75882000	0.18618000
19.76083000	0.17641310
19.76285000	0.17152970
19.76487000	0.18618000
19.76688000	0.18618000
19.76890000	0.17641310
19.77091000	0.18618000
19.77293000	0.18618000
19.77495000	0.19106340
19.77696000	0.20571360
19.77898000	0.21059700
19.78099000	0.20083020
19.78301000	0.20571360
19.78503000	0.19594680
19.78704000	0.19594680
19.78906000	0.19106340
19.79107000	0.18618000
19.79309000	0.19106340
19.79511000	0.19106340
19.79712000	0.18129650
19.79914000	0.17641310
19.80116000	0.17152970
19.80317000	0.16664630
19.80519000	0.17152970
19.80720000	0.15199610
19.80922000	0.18129650
19.81123000	0.15687950
19.81325000	0.18618000
19.81527000	0.18129650
19.81728000	0.18129650
19.81930000	0.20083020
19.82131000	0.21059700
19.82333000	0.21059700
19.82535000	0.20083020
19.82736000	0.19594680
19.82938000	0.18618000
19.83139000	0.19594680
19.83341000	0.19594680
19.83543000	0.20571360
19.83744000	0.16176290
19.83946000	0.17152970
19.84147000	0.16664630
19.84349000	0.15687950
19.84551000	0.18618000
19.84752000	0.15687950
19.84954000	0.16664630
19.85155000	0.16664630
19.85357000	0.16176290
19.85559000	0.15199610
19.85760000	0.15199610
19.85962000	0.17641310
19.86164000	0.15199610
19.86365000	0.17641310
19.86567000	0.18129650
19.86768000	0.17152970
19.86970000	0.18618000
19.87171000	0.20083020
19.87373000	0.21548040
19.87575000	0.19594680
19.87776000	0.19594680
19.87978000	0.20083020
19.88179000	0.19594680
19.88381000	0.18129650
19.88583000	0.20571360
19.88784000	0.17152970
19.88986000	0.15687950
19.89187000	0.15687950
19.89389000	0.16664630
19.89591000	0.17641310
19.89792000	0.19106340
19.89994000	0.19106340
19.90195000	0.17641310
19.90397000	0.17641310
19.90599000	0.17641310
19.90800000	0.19106340
19.91002000	0.19106340
19.91203000	0.18129650
19.91405000	0.17152970
19.91607000	0.17641310
19.91808000	0.15687950
19.92010000	0.17152970
19.92212000	0.19106340
19.92413000	0.18129650
19.92615000	0.17641310
19.92816000	0.18129650
19.93018000	0.18618000
19.93219000	0.16664630
19.93421000	0.16664630
19.93623000	0.17641310
19.93824000	0.17641310
19.94026000	0.16176290
19.94227000	0.18129650
19.94429000	0.16176290
19.94631000	0.14711270
19.94832000	0.16664630
19.95034000	0.17641310
19.95235000	0.15687950
19.95437000	0.17152970
19.95639000	0.16664630
19.95840000	0.17152970
19.96042000	0.17152970
19.96243000	0.16664630
19.96445000	0.20083020
19.96647000	0.15687950
19.96848000	0.18129650
19.97050000	0.18618000
19.97252000	0.19106340
19.97453000	0.17641310
19.97655000	0.17641310
19.97856000	0.19594680
19.98058000	0.19106340
19.98260000	0.19594680
19.98461000	0.19594680
19.98663000	0.19594680
19.98864000	0.18618000
19.99066000	0.17152970
19.99267000	0.18618000
19.99469000	0.18129650
19.99671000	0.16664630
19.99872000	0.15687950
20.00074000	0.16176290
20.00275000	0.14711270
20.00477000	0.15687950
20.00679000	0.19106340
20.00880000	0.16664630
20.01082000	0.17641310
20.01283000	0.16664630
20.01485000	0.15687950
20.01687000	0.17641310
20.01888000	0.16664630
20.02090000	0.16664630
20.02291000	0.15687950
20.02493000	0.15687950
20.02695000	0.16176290
20.02896000	0.14711270
20.03098000	0.16176290
20.03300000	0.17641310
20.03501000	0.19594680
20.03703000	0.19106340
20.03904000	0.16664630
20.04106000	0.15199610
20.04308000	0.16664630
20.04509000	0.17152970
20.04711000	0.16664630
20.04912000	0.19106340
20.05114000	0.18618000
20.05315000	0.18618000
20.05517000	0.18618000
20.05719000	0.16176290
20.05920000	0.16664630
20.06122000	0.16664630
20.06323000	0.16664630
20.06525000	0.17152970
20.06727000	0.16664630
20.06928000	0.18129650
20.07130000	0.17641310
20.07331000	0.16176290
20.07533000	0.18618000
20.07735000	0.16176290
20.07936000	0.16176290
20.08138000	0.17152970
20.08339000	0.18618000
20.08541000	0.18129650
20.08743000	0.17641310
20.08944000	0.18129650
20.09146000	0.18129650
20.09348000	0.15687950
20.09549000	0.16664630
20.09751000	0.16176290
20.09952000	0.17152970
20.10154000	0.16664630
20.10356000	0.16664630
20.10557000	0.19106340
20.10759000	0.18618000
20.10960000	0.18618000
20.11162000	0.16664630
20.11363000	0.17641310
20.11565000	0.16664630
20.11767000	0.18129650
20.11968000	0.17641310
20.12170000	0.15199610
20.12371000	0.16176290
20.12573000	0.16664630
20.12775000	0.14222930
20.12976000	0.15199610
20.13178000	0.16176290
20.13379000	0.16176290
20.13581000	0.15199610
20.13783000	0.14711270
20.13984000	0.14711270
20.14186000	0.14711270
20.14387000	0.14222930
20.14589000	0.15199610
20.14791000	0.16664630
20.14992000	0.16664630
20.15194000	0.17641310
20.15396000	0.17641310
20.15597000	0.18129650
20.15799000	0.18618000
20.16000000	0.17641310
