Transmission:208		
350	-856,32	
351	57,81	
352	-14,53	
353	18,36	
354	55,33	
355	-33208,25	
356	46,17	
357	114,5	
358	-105,93	
359	-28,3	
360	58,1	
361	181,99	
362	-42,83	
363	205,32	
364	65,28	
365	73,23	
366	38,1	
367	-6,68	
368	-214,05	
369	-26,23	
370	18,03	
371	4037,15	
372	-19,57	
373	-90,35	
374	-6,12	
375	15,7	
376	22,71	
377	-19,23	
378	-27,16	
379	-5,78	
380	-30,22	
381	0,3	
382	-18,24	
383	-12,23	
384	-3,36	
385	14,25	
386	6,73	
387	-9,65	
388	4,71	
389	13,1	
390	-4,5	
391	13,32	
392	2,17	
393	6,82	
394	-6,1	
395	1,53	
396	15,32	
397	5,01	
398	-0,41	
399	6,26	
400	-3,92	
401	3,12	
402	0,58	
403	7,89	
404	-0,49	
405	2,38	
406	2,32	
407	-2,01	
408	5,44	
409	6,33	
410	-0,73	
411	-5,93	
412	-3,8	
413	8,33	
414	-0,34	
415	-12,63	
416	-0,19	
417	1,02	
418	0,03	
419	-3,66	
420	-1,07	
421	-3,9	
422	0,29	
423	-3,99	
424	0,94	
425	-0,25	
426	-1,98	
427	-1,18	
428	-1,44	
429	1,31	
430	1,48	
431	0,46	
432	0,41	
433	0,29	
434	-2,01	
435	0,24	
436	0,08	
437	0,01	
438	-1,9	
439	-0,25	
440	-2,17	
441	1,41	
442	1,39	
443	2,86	
444	-0,94	
445	-1,35	
446	-0,96	
447	0,9	
448	-0,22	
449	-1,03	
450	0,66	
451	-0,72	
452	-0,9	
453	-1,21	
454	0,42	
455	-0,44	
456	-0,05	
457	0,5	
458	-0,43	
459	-1,4	
460	-1,14	
461	-0,96	
462	-1,28	
463	0,53	
464	0,68	
465	0,08	
466	-0,62	
467	0,14	
468	0,31	
469	0,37	
470	-0,29	
471	-0,06	
472	0,04	
473	0,1	
474	0,06	
475	-0,64	
476	-0,48	
477	0,18	
478	-0,16	
479	-0,98	
480	0,38	
481	-0,04	
482	-0,5	
483	-0,12	
484	0,2	
485	0,6	
486	-0,42	
487	0,25	
488	-0,14	
489	-0,55	
490	-0,46	
491	-0,21	
492	-0,2	
493	0,39	
494	0,16	
495	-0,38	
496	0,17	
