Reflection:256		
350	34,38	
351	180,95	
352	907,31	
353	91,33	
354	64,53	
355	140,63	
356	295,09	
357	46,26	
358	21,34	
359	-38,71	
360	154,97	
361	-2209,25	
362	876,77	
363	131,99	
364	-267,14	
365	126,79	
366	195,17	
367	50,64	
368	143,02	
369	-232,15	
370	-126,08	
371	-674,26	
372	-28,77	
373	269,34	
374	-6,82	
375	254,74	
376	2331,44	
377	354,99	
378	85,64	
379	80,06	
380	188,48	
381	18,46	
382	11,55	
383	-274,41	
384	108,41	
385	93,26	
386	100,61	
387	130,87	
388	113,31	
389	175,12	
390	88,87	
391	56,33	
392	77,53	
393	156,37	
394	74,07	
395	89,98	
396	146,92	
397	64,19	
398	82,31	
399	148,45	
400	110,95	
401	87,92	
402	141,55	
403	90,13	
404	92,75	
405	124,36	
406	123,47	
407	91,54	
408	112,38	
409	90,46	
410	110,6	
411	97,18	
412	94,32	
413	90,48	
414	90,43	
415	110,79	
416	100,97	
417	102,37	
418	102,03	
419	97,13	
420	125,58	
421	92,64	
422	91,95	
423	103,99	
424	101,22	
425	105,79	
426	102,07	
427	102,06	
428	108,98	
429	102,26	
430	99,54	
431	94,37	
432	116,79	
433	91,28	
434	105,64	
435	93,27	
436	98,91	
437	93,57	
438	105,4	
439	109,36	
440	93,03	
441	111,64	
442	97,57	
443	98,9	
444	105,58	
445	102,84	
446	93,37	
447	105,92	
448	113,37	
449	104,15	
450	98,69	
451	99	
452	91,57	
453	97,55	
454	99,39	
455	94,75	
456	97,56	
457	95,6	
458	102,49	
459	94,82	
460	92,71	
461	102,48	
462	105,02	
463	100,63	
464	99,59	
465	103,01	
466	99,36	
467	103,69	
468	96,85	
469	101,62	
470	101,95	
471	100,1	
472	98,51	
473	96,37	
474	99,62	
475	98,18	
476	105	
477	101,42	
478	99,66	
479	100,21	
480	101,06	
481	100,48	
482	98,6	
483	98,34	
484	102,6	
485	97,73	
486	99,1	
487	102,13	
488	99,34	
489	97,51	
490	99,99	
491	96,24	
492	99,36	
493	98,25	
494	98,04	
495	101,92	
496	100,13	
497	102,53	
498	98,05	
499	96,81	
500	97,18	
501	100,4	
502	100,97	
503	101,72	
504	95,57	
505	98,54	
506	99,62	
507	97,25	
508	99,56	
509	99,84	
510	100,83	
511	102,18	
512	99,1	
513	97,13	
514	98,13	
515	101	
516	99,25	
517	99,37	
518	103,05	
519	99,23	
520	98,62	
521	101,06	
522	99,13	
523	99,21	
524	97,25	
525	99,34	
526	97,69	
527	98,54	
528	98,12	
529	96,86	
530	97,33	
531	98,92	
532	99,37	
533	98,63	
534	101,06	
535	99,47	
536	100,33	
537	96,75	
538	98,43	
539	98,01	
540	99,22	
541	101,52	
542	97,9	
543	97,97	
544	96,85	
545	98,44	
546	99,18	
547	97,9	
548	96,64	
549	98,9	
550	98,81	
551	97,09	
552	99,74	
553	100,75	
554	99,75	
555	99,68	
556	97,8	
557	98,6	
558	99,67	
559	97,19	
560	98,17	
561	97,24	
562	99,09	
563	98,62	
564	97,88	
565	97,75	
566	101,89	
567	98,02	
568	98,98	
569	98,95	
570	99,51	
571	100,19	
572	99,75	
573	99,99	
574	100,77	
575	98,7	
576	100,15	
577	96,81	
578	100,31	
579	99,95	
580	100,59	
581	99,54	
582	97,08	
583	96,86	
584	99,79	
585	99,56	
586	99,59	
587	97,98	
588	98,38	
589	99,46	
590	99,41	
591	98,77	
592	98,61	
593	99,39	
594	99,64	
595	99,12	
596	99,12	
597	98,6	
598	98,8	
599	98,68	
600	99,6	
601	99,93	
602	100,15	
603	100,82	
604	100,02	
605	100,84	
606	98,77	
607	98,43	
608	98,92	
609	97,62	
610	99,67	
611	99,05	
612	97,53	
613	99,45	
614	99,94	
615	98,22	
616	96,84	
617	100,84	
618	99,65	
619	97,23	
620	100,96	
621	99,64	
622	100,24	
623	99,56	
624	100,78	
625	100,41	
626	99,75	
627	98,42	
628	100,98	
629	99,32	
630	98,6	
631	98,25	
632	99,15	
633	96,97	
634	98,41	
635	100,49	
636	100,78	
637	98,88	
638	98,79	
639	98,32	
640	98,22	
641	99,5	
642	98,45	
643	100,84	
644	99,88	
645	99,75	
646	97,04	
647	97,11	
648	96,49	
649	97,69	
650	99,24	
651	100,27	
652	101,13	
653	99,69	
654	98,86	
655	99,54	
656	98,35	
657	98,18	
658	97,7	
659	97,28	
660	98,93	
661	98,74	
662	99,48	
663	98,35	
664	96,41	
665	99,2	
666	99,57	
667	98,1	
668	98,82	
669	98,76	
670	97,96	
671	99,88	
672	99,64	
673	99,07	
674	98,56	
675	97,82	
676	97,68	
677	99,34	
678	98,24	
679	99,59	
680	98,44	
681	98,84	
682	99,09	
683	100,11	
684	100,05	
685	98,69	
686	98,45	
687	96,65	
688	99,46	
689	99,54	
690	99,36	
691	98,5	
692	101,3	
693	98,31	
694	99,4	
695	98,99	
696	99,42	
697	97,34	
698	98,09	
699	98,95	
700	98,48	
701	98,62	
702	99,9	
703	98,29	
704	99,53	
705	98,82	
706	99,8	
707	96,6	
708	98,78	
709	100,37	
710	99,07	
711	100,33	
712	98,71	
713	98,55	
714	98,78	
715	99,38	
716	98,91	
717	98,92	
718	100,13	
719	99,71	
720	97,63	
721	97,4	
722	99,41	
723	97,05	
724	97,67	
725	97,98	
726	98,79	
727	100,06	
728	99,86	
729	98,76	
730	97,77	
731	100,83	
732	99,92	
733	100,59	
734	98,48	
735	99,7	
736	99,51	
737	100,23	
738	97,94	
739	99,86	
740	100,56	
741	99,08	
742	99,28	
743	98,85	
744	99,57	
745	100,41	
746	99,47	
747	99,3	
748	98,89	
749	101,26	
750	101,17	
751	100,22	
752	99,08	
753	100,82	
754	98,89	
755	98,01	
756	99,52	
757	97,74	
758	100,56	
759	98,84	
760	99,43	
761	95,46	
762	99,26	
763	98,13	
764	98,89	
765	99,2	
766	99,16	
767	99,96	
768	99,32	
769	100,61	
770	100,51	
771	97,81	
772	100,27	
773	100,57	
774	98,68	
775	96,84	
776	98,78	
777	98,16	
778	95,5	
779	97,73	
780	97,05	
781	100,04	
782	97,42	
783	98,9	
784	99,74	
785	98,58	
786	100,48	
787	97,56	
788	99,07	
