2000 
    Freq test
9000   0.0176274
9005.27   0.0205631
9010.54   0.0375235
9015.82   0.0178174
9021.1   0.0207415
9026.38   0.0381675
9031.66   0.0182397
9036.95   0.0205303
9042.24   0.0390601
9047.54   0.0189511
9052.83   0.0199921
9058.13   0.0398452
9063.44   0.0200738
9068.74   0.0192505
9074.05   0.0398785
9079.37   0.0218138
9084.68   0.0184768
9090   0.0384015
9095.32   0.0244843
9100.65   0.0178752
9105.98   0.0350775
9111.31   0.028489
9116.64   0.0176791
9121.98   0.0304704
9127.32   0.0340641
9132.67   0.0181784
9138.01   0.0257479
9143.36   0.040216
9148.72   0.0197994
9154.07   0.0219111
9159.43   0.0430554
9164.8   0.0232505
9170.16   0.0194729
9175.53   0.0387607
9180.9   0.0295944
9186.28   0.0186917
9191.66   0.0305218
9197.04   0.0389866
9202.42   0.0199883
9207.81   0.0237168
9213.2   0.0449995
9218.6   0.024426
9224   0.0200838
9229.4   0.038382
9234.8   0.0338178
9240.21   0.0196921
9245.62   0.0277034
9251.03   0.0453485
9256.45   0.0232684
9261.87   0.0214809
9267.29   0.0419267
9272.72   0.0331988
9278.15   0.020237
9283.58   0.0288535
9289.01   0.0469139
9294.45   0.0244862
9299.89   0.0217047
9305.34   0.0408582
9310.79   0.0373447
9316.24   0.0213134
9321.69   0.0266788
9327.15   0.049193
9332.61   0.0288594
9338.08   0.0213147
9343.54   0.0345889
9349.01   0.0466597
9354.49   0.0245038
9359.96   0.02326
9365.45   0.0434148
9370.93   0.039926
9376.42   0.022748
9381.91   0.0264102
9387.4   0.0498889
9392.89   0.0346675
9398.39   0.0223936
9403.9   0.0300255
9409.4   0.0527095
9414.91   0.0316236
9420.42   0.0227171
9425.94   0.033297
9431.46   0.0533967
9436.98   0.0302762
9442.51   0.0232586
9448.04   0.035529
9453.57   0.0538542
9459.1   0.0302037
9464.64   0.0237487
9470.18   0.0363022
9475.73   0.0550016
9481.28   0.0312896
9486.83   0.0241148
9492.38   0.0355101
9497.94   0.0566637
9503.5   0.0337529
9509.06   0.024504
9514.63   0.0333883
9520.2   0.0574216
9525.78   0.0381842
9531.35   0.0253053
9536.93   0.0305504
9542.52   0.0548305
9548.11   0.0454234
9553.7   0.0272128
9559.29   0.0278867
9564.89   0.0477196
9570.49   0.0552126
9576.09   0.031435
9581.7   0.0263699
9587.31   0.0386014
9592.92   0.0614949
9598.54   0.0400595
9604.16   0.0270969
9609.78   0.0312461
9615.41   0.0542697
9621.04   0.0546777
9626.67   0.0319029
9632.31   0.0276612
9637.95   0.0400007
9643.59   0.0639831
9649.24   0.0444451
9654.88   0.0290678
9660.54   0.030604
9666.19   0.0499049
9671.85   0.0637311
9677.52   0.0387364
9683.18   0.0287157
9688.85   0.0342133
9694.52   0.0576348
9700.2   0.0609548
9705.88   0.0365675
9711.56   0.0293099
9717.25   0.0369743
9722.94   0.0618277
9728.63   0.060496
9734.33   0.0367486
9740.03   0.030081
9745.73   0.0378768
9751.44   0.0625949
9757.15   0.0635801
9762.86   0.0390642
9768.57   0.0309179
9774.29   0.0367996
9780.02   0.0594727
9785.74   0.069715
9791.47   0.0443868
9797.21   0.032448
9802.94   0.0346266
9808.68   0.0521728
9814.42   0.0745226
9820.17   0.0547853
9825.92   0.0362627
9831.67   0.0330475
9837.43   0.0430504
9843.19   0.0683637
9848.95   0.0709443
9854.72   0.0456604
9860.49   0.0344029
9866.26   0.0361835
9872.04   0.0519408
9877.82   0.0772004
9883.6   0.0656108
9889.39   0.0427685
9895.18   0.0348749
9900.97   0.0389749
9906.77   0.0571695
9912.57   0.0808117
9918.38   0.0658864
9924.18   0.0437788
9929.99   0.0360656
9935.81   0.039775
9941.62   0.0567399
9947.44   0.0818776
9953.27   0.0728321
9959.1   0.0487667
9964.93   0.0381456
9970.76   0.0388587
9976.6   0.051108
9982.44   0.0762702
9988.29   0.0848066
9994.13   0.0606783
9999.99   0.0434396
10005.8   0.038593
10011.7   0.0437837
10017.6   0.0611584
10023.4   0.0864052
10029.3   0.0827603
10035.2   0.0579709
10041   0.0435647
10046.9   0.0402263
10052.8   0.0462706
10058.7   0.0639016
10064.6   0.0890208
10070.5   0.0881447
10076.4   0.0637266
10082.3   0.0473766
10088.2   0.0419189
10094.1   0.0451612
10100   0.0582483
10105.9   0.0822084
10111.8   0.0977836
10117.7   0.0806893
10123.7   0.05834
10129.6   0.0465772
10135.5   0.0439006
10141.5   0.0491225
10147.4   0.063828
