321.69691071,0.00259098
321.80419001,0.00193870
321.91147625,0.00044391
322.01876942,-0.00031708
322.12606951,-0.00042579
322.23337654,-0.00094217
322.34069050,-0.00031708
322.44801138,0.00128643
322.55533918,-0.00102371
322.66267391,-0.00107806
322.77001555,0.00014495
322.87736412,0.00019931
322.98471960,0.00297147
323.09208199,0.00017213
323.19945130,0.00193870
323.30682751,0.00169410
323.41421064,0.00291712
323.52160068,0.00172128
323.62899762,0.00278123
323.73640146,0.00188435
323.84381220,0.00104183
323.95122985,0.00082440
324.05865439,0.00090594
324.16608583,-0.00026272
324.27352417,-0.00058886
324.38096940,0.00063416
324.48842152,-0.00115960
324.59588052,0.00028084
324.70334642,0.00047109
324.81081920,0.00079722
324.91829887,0.00172128
325.02578541,0.00041673
325.13327884,0.00106901
325.24077915,0.00166692
325.34828633,0.00215613
325.45580039,0.00017213
325.56332132,0.00134079
325.67084912,0.00036237
325.77838379,0.00245509
325.88592533,0.00082440
325.99347374,0.00142232
326.10102901,-0.00028990
326.20859114,-0.00009965
326.31616013,-0.00042579
326.42373598,-0.00018119
326.53131869,-0.00322513
326.63890825,0.00185717
326.74650467,0.00052544
326.85410793,0.00153103
326.96171805,0.00066133
327.06933502,0.00299865
327.17695883,0.00071569
327.28458948,0.00286276
327.39222698,0.00172128
327.49987132,0.00291712
327.60752250,0.00229202
327.71518051,0.00199306
327.82284536,0.00090594
327.93051705,0.00115054
328.03819556,0.00006342
328.14588091,-0.00099653
328.25357308,-0.00148574
328.36127208,-0.00015401
328.46897790,-0.00080628
328.57669055,0.00068851
328.68441002,0.00139514
328.79213630,0.00055262
328.89986941,0.00093311
329.00760933,0.00087876
329.11535606,0.00025366
329.22310960,0.00286276
329.33086996,0.00221049
329.43863712,0.00052544
329.54641109,0.00090594
329.65419187,0.00003624
329.76197944,0.00047109
329.86977382,0.00085158
329.97757500,0.00019931
330.08538297,0.00074287
330.19319774,-0.00088782
330.30101931,0.00036237
330.40884767,-0.00088782
330.51668281,0.00134079
330.62452475,-0.00102371
330.73237347,0.00158539
330.84022898,0.00234638
330.94809127,0.00204742
331.05596034,0.00104183
331.16383619,0.00237355
331.27171882,0.00169410
331.37960822,0.00221049
331.48750440,0.00131361
331.59540735,0.00169410
331.70331707,-0.00156727
331.81123356,0.00057980
331.91915682,-0.00050732
332.02708684,0.00068851
332.13502363,-0.00077911
332.24296717,-0.00015401
332.35091748,-0.00140420
332.45887454,0.00117772
332.56683837,0.00191153
332.67480894,0.00038955
332.78278627,0.00066133
332.89077034,0.00066133
332.99876117,0.00077005
333.10675875,0.00269969
333.21476306,0.00074287
333.32277413,0.00202024
333.43079193,-0.00039861
333.53881647,0.00057980
333.64684776,-0.00096935
333.75488578,-0.00028990
333.86293053,-0.00124113
333.97098201,0.00068851
334.07904023,0.00033520
334.18710518,0.00033520
334.29517685,-0.00009965
334.40325525,0.00115054
334.51134037,0.00117772
334.61943221,0.00115054
334.72753078,0.00104183
334.83563606,0.00196588
334.94374806,-0.00028990
335.05186677,0.00134079
335.15999220,0.00000906
335.26812433,0.00166692
335.37626318,-0.00132267
335.48440874,0.00123207
335.59256099,-0.00034426
335.70071996,0.00014495
335.80888562,-0.00088782
335.91705799,0.00011777
336.02523705,-0.00015401
336.13342282,0.00109618
336.24161527,0.00036237
336.34981442,-0.00007247
336.45802026,0.00161257
336.56623279,0.00128643
336.67445201,0.00337914
336.78267791,0.00191153
336.89091050,-0.00048015
336.99914977,0.00264533
337.10739572,0.00155821
337.21564835,0.00063416
337.32390765,-0.00042579
337.43217363,0.00098747
337.54044629,-0.00140420
337.64872561,-0.00077911
337.75701161,0.00000906
337.86530427,0.00060698
337.97360360,0.00071569
338.08190959,0.00210177
338.19022225,0.00077005
338.29854157,0.00210177
338.40686754,0.00166692
338.51520017,0.00242791
338.62353946,0.00098747
338.73188540,-0.00012683
338.84023800,0.00068851
338.94859724,0.00199306
339.05696313,-0.00105089
339.16533567,0.00144950
339.27371485,-0.00145856
339.38210067,-0.00012683
339.49049314,-0.00007247
339.59889224,0.00093311
339.70729798,-0.00050732
339.81571036,0.00136796
339.92412937,0.00041673
340.03255501,0.00068851
340.14098729,0.00147668
340.24942619,0.00229202
340.35787171,0.00299865
340.46632387,0.00218331
340.57478264,0.00134079
340.68324804,0.00199306
340.79172005,-0.00048015
340.90019868,0.00079722
341.00868393,-0.00075193
341.11717579,0.00038955
341.22567427,-0.00140420
341.33417935,0.00014495
341.44269105,-0.00102371
341.55120935,0.00090594
341.65973425,0.00077005
341.76826576,0.00172128
341.87680387,0.00123207
341.98534857,0.00327043
342.09389988,0.00196588
342.20245778,0.00354221
342.31102228,0.00014495
342.41959337,0.00079722
342.52817105,0.00177564
342.63675531,-0.00067039
342.74534617,-0.00023554
342.85394361,0.00038955
342.96254763,-0.00205648
343.07115823,0.00079722
343.17977542,-0.00015401
343.28839918,0.00139514
343.39702951,0.00074287
343.50566643,0.00071569
343.61430991,0.00079722
343.72295997,0.00120490
343.83161659,0.00109618
343.94027978,0.00288994
344.04894954,-0.00001812
344.15762586,0.00223766
344.26630874,0.00060698
344.37499818,-0.00105089
344.48369418,-0.00045297
344.59239673,-0.00086064
344.70110584,0.00055262
344.80982150,0.00071569
