321.69691071	-0.00046943
321.80419001	-0.00155796
321.91147625	-0.00158517
322.01876942	-0.00114976
322.12606951	0.00026533
322.23337654	-0.00027894
322.34069050	0.00151714
322.44801138	0.00007484
322.55533918	0.00053746
322.66267391	-0.00011566
322.77001555	-0.00106812
322.87736412	-0.00128583
322.98471960	-0.00017008
323.09208199	-0.00199337
323.19945130	-0.00082320
323.30682751	-0.00183009
323.41421064	-0.00036058
323.52160068	-0.00161239
323.62899762	-0.00128583
323.73640146	-0.00046943
323.84381220	0.00021090
323.95122985	0.00021090
324.05865439	0.00135386
324.16608583	0.00018369
324.27352417	0.00105452
324.38096940	0.00012926
324.48842152	0.00116337
324.59588052	0.00002041
324.70334642	-0.00046943
324.81081920	-0.00188452
324.91829887	-0.00090484
325.02578541	-0.00242879
325.13327884	-0.00101370
325.24077915	-0.00155796
325.34828633	-0.00006123
325.45580039	-0.00153075
325.56332132	-0.00052386
325.67084912	-0.00044222
325.77838379	-0.00068714
325.88592533	-0.00125861
325.99347374	0.00129943
326.10102901	-0.00120419
326.20859114	0.00089124
326.31616013	0.00086402
326.42373598	0.00151714
326.53131869	-0.00038779
326.63890825	-0.00017008
326.74650467	-0.00082320
326.85410793	-0.00025172
326.96171805	-0.00136747
327.06933502	-0.00256485
327.17695883	-0.00308191
327.28458948	-0.00101370
327.39222698	-0.00240157
327.49987132	0.00078238
327.60752250	-0.00123140
327.71518051	-0.00027894
327.82284536	-0.00030615
327.93051705	0.00192534
328.03819556	0.00021090
328.14588091	0.00053746
328.25357308	0.00200698
328.36127208	0.00015648
328.46897790	0.00002041
328.57669055	0.00021090
328.68441002	-0.00144911
328.79213630	-0.00071435
328.89986941	-0.00251043
329.00760933	-0.00212944
329.11535606	-0.00202059
329.22310960	0.00026533
329.33086996	-0.00163960
329.43863712	-0.00106812
329.54641109	-0.00153075
329.65419187	0.00285059
329.76197944	-0.00134025
329.86977382	0.00029254
329.97757500	0.00026533
330.08538297	0.00143550
330.19319774	-0.00101370
330.30101931	-0.00087763
330.40884767	-0.00076878
330.51668281	-0.00109533
330.62452475	-0.00283699
330.73237347	-0.00079599
330.84022898	-0.00174845
330.94809127	-0.00212944
331.05596034	-0.00027894
331.16383619	-0.00090484
331.27171882	-0.00163960
331.37960822	-0.00017008
331.48750440	-0.00055107
331.59540735	0.00042861
331.70331707	0.00018369
331.81123356	0.00159878
331.91915682	-0.00104091
332.02708684	0.00026533
332.13502363	-0.00114976
332.24296717	-0.00025172
332.35091748	-0.00085042
332.45887454	-0.00123140
332.56683837	-0.00199337
332.67480894	-0.00245600
332.78278627	-0.00101370
332.89077034	-0.00017008
332.99876117	-0.00131304
333.10675875	0.00051025
333.21476306	-0.00139468
333.32277413	0.00083681
333.43079193	0.00056468
333.53881647	-0.00071435
333.64684776	-0.00060550
333.75488578	0.00021090
333.86293053	0.00007484
333.97098201	-0.00076878
334.07904023	-0.00125861
334.18710518	-0.00046943
334.29517685	-0.00153075
334.40325525	-0.00169403
334.51134037	-0.00180288
334.61943221	-0.00106812
334.72753078	-0.00231993
334.83563606	0.00178927
334.94374806	-0.00106812
335.05186677	-0.00017008
335.15999220	0.00026533
335.26812433	0.00119058
335.37626318	-0.00044222
335.48440874	0.00053746
335.59256099	0.00018369
335.70071996	0.00061910
335.80888562	-0.00215665
335.91705799	0.00002041
336.02523705	-0.00046943
336.13342282	-0.00076878
336.24161527	-0.00142189
336.34981442	-0.00125861
336.45802026	-0.00215665
336.56623279	0.00124501
336.67445201	-0.00215665
336.78267791	0.00083681
336.89091050	-0.00101370
336.99914977	0.00105452
337.10739572	0.00002041
337.21564835	0.00206141
337.32390765	0.00124501
337.43217363	0.00159878
337.54044629	-0.00237436
337.64872561	-0.00000680
337.75701161	-0.00150353
337.86530427	-0.00003402
337.97360360	-0.00251043
338.08190959	-0.00310912
338.19022225	-0.00278256
338.29854157	-0.00093206
338.40686754	-0.00106812
338.51520017	0.00127222
338.62353946	-0.00221108
338.73188540	-0.00027894
338.84023800	-0.00112255
338.94859724	0.00040140
339.05696313	-0.00017008
339.16533567	0.00012926
339.27371485	0.00037418
339.38210067	-0.00046943
339.49049314	-0.00104091
339.59889224	-0.00027894
339.70729798	-0.00134025
339.81571036	-0.00090484
339.92412937	-0.00017008
340.03255501	-0.00123140
340.14098729	-0.00025172
340.24942619	-0.00128583
340.35787171	-0.00180288
340.46632387	-0.00027894
340.57478264	-0.00079599
340.68324804	-0.00019730
340.79172005	-0.00155796
340.90019868	0.00119058
341.00868393	-0.00046943
341.11717579	-0.00017008
341.22567427	-0.00158517
341.33417935	-0.00019730
341.44269105	-0.00114976
341.55120935	-0.00104091
341.65973425	-0.00180288
341.76826576	-0.00036058
341.87680387	-0.00052386
341.98534857	-0.00065992
342.09389988	-0.00076878
342.20245778	0.00026533
342.31102228	-0.00256485
342.41959337	-0.00041500
342.52817105	0.00051025
342.63675531	-0.00006123
342.74534617	-0.00052386
342.85394361	0.00021090
342.96254763	-0.00057828
343.07115823	0.00004762
343.17977542	-0.00177567
343.28839918	-0.00185731
343.39702951	-0.00308191
343.50566643	-0.00114976
343.61430991	-0.00038779
343.72295997	-0.00065992
343.83161659	-0.00055107
343.94027978	-0.00104091
344.04894954	-0.00090484
344.15762586	0.00004762
344.26630874	0.00089124
344.37499818	0.00080960
344.48369418	-0.00270092
344.59239673	0.00059189
344.70110584	-0.00033336
344.80982150	0.00105452
344.91854372	-0.00003402
345.02727248	0.00010205
345.13600779	-0.00297305
345.24474965	-0.00044222
345.35349804	-0.00259207
345.46225298	-0.00093206
345.57101447	-0.00025172
345.67978248	-0.00006123
345.78855704	-0.00090484
345.89733813	0.00048304
346.00612575	-0.00079599
346.11491991	0.00195255
346.22372059	0.00042861
346.33252780	0.00121779
346.44134154	0.00048304
346.55016180	0.00031976
346.65898858	0.00007484
346.76782188	-0.00240157
346.87666170	-0.00090484
346.98550804	-0.00065992
347.09436089	-0.00106812
347.20322026	0.00045582
347.31208614	-0.00014287
347.42095852	-0.00044222
347.52983742	-0.00185731
347.63872282	0.00080960
347.74761472	0.00051025
347.85651313	0.00061910
347.96541803	-0.00136747
348.07432944	-0.00030615
348.18324734	-0.00161239
348.29217174	-0.00063271
348.40110263	-0.00215665
348.51004001	-0.00044222
348.61898388	-0.00183009
348.72793424	0.00029254
348.83689109	-0.00240157
348.94585442	-0.00011566
349.05482423	-0.00017008
349.16380052	0.00031976
349.27278329	-0.00112255
349.38177254	0.00089124
349.49076826	-0.00123140
349.59977046	-0.00046943
349.70877913	0.00070074
349.81779427	-0.00128583
349.92681588	0.00018369
350.03584395	-0.00065992
350.14487849	-0.00251043
350.25391949	-0.00079599
350.36296695	-0.00074156
350.47202087	-0.00068714
350.58108125	-0.00226551
350.69014808	-0.00044222
350.79922137	-0.00134025
350.90830110	-0.00177567
351.01738729	-0.00210223
351.12647993	-0.00008844
351.23557901	-0.00153075
351.34468454	0.00119058
351.45379651	-0.00112255
351.56291492	-0.00006123
351.67203977	-0.00017008
351.78117106	-0.00101370
351.89030879	-0.00025172
351.99945295	-0.00112255
352.10860354	-0.00082320
352.21776056	-0.00147632
352.32692400	-0.00183009
352.43609388	0.00037418
352.54527018	-0.00123140
352.65445290	-0.00106812
352.76364205	-0.00114976
352.87283761	-0.00068714
352.98203959	-0.00139468
353.09124799	0.00189813
353.20046280	-0.00063271
353.30968403	0.00102730
353.41891166	0.00089124
353.52814570	0.00127222
353.63738615	-0.00093206
353.74663301	-0.00046943
353.85588626	-0.00161239
353.96514592	-0.00076878
354.07441198	-0.00134025
354.18368444	-0.00114976
354.29296329	-0.00158517
354.40224854	-0.00046943
354.51154018	-0.00139468
354.62083821	-0.00022451
354.73014263	-0.00153075
354.83945344	0.00097288
354.94877063	0.00135386
355.05809420	0.00021090
355.16742416	-0.00046943
355.27676049	0.00021090
355.38610321	-0.00202059
355.49545230	-0.00174845
355.60480777	-0.00085042
355.71416960	-0.00109533
355.82353781	-0.00041500
355.93291239	-0.00065992
356.04229333	-0.00180288
356.15168064	-0.00153075
356.26107432	-0.00000680
356.37047435	-0.00006123
356.47988075	-0.00163960
356.58929350	-0.00025172
356.69871261	-0.00000680
356.80813808	-0.00017008
356.91756990	-0.00065992
357.02700807	0.00086402
357.13645259	-0.00202059
357.24590345	-0.00025172
357.35536066	-0.00174845
357.46482422	-0.00101370
357.57429411	-0.00264649
357.68377035	0.00004762
357.79325293	-0.00101370
357.90274184	-0.00017008
358.01223709	-0.00112255
358.12173867	0.00197977
358.23124658	-0.00286420
358.34076082	-0.00046943
358.45028139	-0.00087763
358.55980829	-0.00003402
358.66934150	-0.00090484
358.77888104	0.00037418
358.88842691	-0.00180288
358.99797909	-0.00033336
359.10753758	-0.00229272
359.21710239	-0.00033336
359.32667352	-0.00085042
359.43625096	-0.00049664
359.54583470	-0.00155796
359.65542476	-0.00017008
359.76502112	-0.00079599
359.87462378	-0.00101370
359.98423275	-0.00027894
360.09384802	0.00018369
360.20346958	-0.00104091
360.31309744	0.00110894
360.42273160	-0.00008844
360.53237206	-0.00117697
360.64201880	-0.00011566
360.75167183	-0.00106812
360.86133115	-0.00202059
360.97099676	0.00037418
361.08066865	-0.00256485
361.19034683	-0.00008844
361.30003128	-0.00161239
361.40972202	0.00004762
361.51941903	-0.00044222
361.62912232	0.00094566
361.73883188	-0.00212944
361.84854771	0.00040140
361.95826981	-0.00161239
362.06799819	0.00004762
362.17773282	-0.00112255
362.28747372	-0.00025172
362.39722089	0.00051025
362.50697432	-0.00049664
362.61673400	-0.00351732
362.72649994	-0.00052386
362.83627214	-0.00253764
362.94605059	-0.00041500
363.05583530	-0.00079599
363.16562625	0.00029254
363.27542346	-0.00144911
363.38522690	0.00004762
363.49503660	-0.00019730
363.60485254	0.00007484
363.71467471	-0.00027894
363.82450313	0.00080960
363.93433779	-0.00011566
364.04417868	0.00053746
364.15402581	-0.00142189
364.26387916	-0.00000680
364.37373875	-0.00063271
364.48360457	-0.00158517
364.59347661	-0.00087763
364.70335488	-0.00038779
364.81323937	-0.00191173
364.92313009	-0.00196616
365.03302702	-0.00049664
365.14293017	-0.00057828
365.25283954	0.00021090
365.36275512	0.00037418
365.47267691	0.00078238
365.58260491	0.00031976
365.69253913	-0.00114976
365.80247955	-0.00057828
365.91242617	-0.00218387
366.02237900	-0.00093206
366.13233803	-0.00231993
366.24230326	-0.00049664
366.35227469	-0.00071435
366.46225231	-0.00155796
366.57223613	-0.00199337
366.68222614	-0.00144911
366.79222235	-0.00087763
366.90222474	-0.00191173
367.01223332	-0.00065992
367.12224808	-0.00079599
367.23226903	0.00051025
367.34229616	-0.00006123
367.45232947	-0.00106812
367.56236895	-0.00079599
367.67241462	-0.00128583
367.78246646	-0.00087763
367.89252447	-0.00308191
368.00258865	-0.00112255
368.11265900	-0.00283699
368.22273552	-0.00082320
368.33281820	-0.00275535
368.44290705	-0.00114976
368.55300206	-0.00136747
368.66310323	0.00029254
368.77321056	-0.00090484
368.88332405	-0.00071435
368.99344369	0.00083681
369.10356948	0.00083681
369.21370143	-0.00114976
369.32383952	-0.00112255
369.43398377	-0.00079599
369.54413415	-0.00098648
369.65429069	-0.00158517
369.76445336	-0.00153075
369.87462217	-0.00128583
369.98479713	-0.00199337
370.09497822	-0.00117697
370.20516544	-0.00049664
370.31535880	-0.00174845
370.42555829	-0.00003402
370.53576391	-0.00074156
370.64597566	0.00045582
370.75619353	-0.00017008
370.86641753	0.00151714
370.97664765	-0.00082320
371.08688389	0.00026533
371.19712625	-0.00057828
371.30737472	-0.00046943
371.41762931	-0.00123140
371.52789002	-0.00085042
371.63815683	-0.00185731
371.74842976	-0.00153075
371.85870879	-0.00074156
371.96899394	-0.00076878
372.07928518	-0.00090484
372.18958253	0.00029254
372.29988598	-0.00229272
372.41019552	0.00051025
372.52051117	0.00042861
372.63083291	-0.00076878
372.74116074	-0.00000680
372.85149467	-0.00068714
372.96183468	-0.00193895
373.07218079	-0.00114976
373.18253298	-0.00163960
373.29289125	0.00048304
373.40325561	-0.00150353
373.51362605	-0.00095927
373.62400256	-0.00231993
373.73438516	-0.00036058
373.84477383	-0.00041500
373.95516858	-0.00068714
374.06556939	-0.00144911
374.17597628	0.00105452
374.28638923	-0.00090484
374.39680826	0.00075517
374.50723334	-0.00052386
374.61766449	-0.00049664
374.72810170	-0.00085042
374.83854497	-0.00085042
374.94899430	-0.00329961
375.05944969	-0.00169403
375.16991112	-0.00114976
375.28037861	-0.00027894
375.39085215	-0.00014287
375.50133174	-0.00095927
375.61181738	-0.00090484
375.72230906	-0.00046943
375.83280678	-0.00183009
375.94331055	0.00053746
376.05382035	-0.00226551
376.16433620	0.00064632
376.27485808	0.00007484
376.38538599	-0.00008844
376.49591993	-0.00142189
376.60645991	0.00070074
376.71700592	-0.00134025
376.82755795	-0.00242879
376.93811601	-0.00204780
377.04868009	0.00034697
377.15925019	-0.00117697
377.26982631	-0.00114976
377.38040845	-0.00158517
377.49099661	0.00127222
377.60159078	0.00070074
